x,y,TIME(2025/03/12 13:07:11.525),TIMETICK(f=10000000)
966.4669784174051,714.9737469748165,0.00000,0
1023.3922360071341,782.2310849256577,0.22560,2256000
1049.73547353628,752.4341081905799,0.49930,4993000
1028.6732564639844,757.8310200412759,0.72430,7243000
886.1139156636774,638.1047678184344,0.96910,9691000
726.1224818037158,528.993731087262,1.19520,11952000
608.2550234803061,474.1984529787659,1.41870,14187000
554.7879599616272,429.49519039341845,1.64660,16466000
566.0426379629993,431.7665013227581,1.88310,18831000
525.8394232569976,414.2411750168827,2.11330,21133000
382.9957956059427,379.00601484902677,2.34430,23443000
320.11883011352427,314.13068905516985,2.57390,25739000
365.40939356977776,302.71514808136357,2.81930,28193000
325.3021716910088,259.1069312366449,3.04520,30452000
388.83078579979565,278.8336667980807,3.26910,32691000
363.23414522456244,278.29195797428315,3.49670,34967000
287.31080877971664,267.7509223753605,3.75390,37539000
198.7001860748701,247.2564886479713,3.97610,39761000
259.5439888040905,256.8609383886428,4.20620,42062000
432.6654410993249,336.04114544766935,4.42960,44296000
465.77185211607775,261.61251496939184,4.68900,46890000
504.98837258263774,263.3436275071241,4.90750,49075000
602.8210597930532,282.1190536575152,5.12630,51263000
684.7895106049302,283.2207153713255,5.34340,53434000
757.8564807057987,292.10666795602424,5.56600,55660000
788.644326734783,328.17349838503924,5.79190,57919000
802.9898368737589,319.85486521623216,6.01810,60181000
821.0537875548514,376.27254822964863,6.23890,62389000
889.5417637043552,424.58003628750674,6.49680,64968000
752.280253148137,408.5317512822697,6.72410,67241000
600.2083284785476,394.4439247068712,6.95480,69548000
530.1172740880918,334.140571225343,7.19070,71907000
443.49675079586444,293.6002752468928,7.41160,74116000
436.96060439654406,309.21319119185756,7.63640,76364000
415.8446315796295,283.1601649553654,7.86560,78656000
336.36802266534824,268.3860829360076,8.08520,80852000
333.0562278755769,264.34013593860993,8.30230,83023000
408.7283881220939,298.5758421086741,8.52530,85253000
474.5845313244088,268.6886012496935,8.75060,87506000
575.8466460029258,308.41311754672444,9.01290,90129000
616.0812849730372,370.61963099676285,9.23650,92365000
651.1102650318986,414.51798283955935,9.46930,94693000
684.6668755837516,402.03011703494167,9.70430,97043000
651.2468348636052,380.5576427507727,9.93940,99394000
689.4372833816564,421.27344042511896,10.20630,102063000
707.2633219700256,423.53715716348756,10.43390,104339000
701.8704333169385,376.03861100943084,10.66030,106603000
701.3376884341753,367.00365403830637,10.88380,108838000
702.7084738140375,376.1960947282677,11.10560,111056000
763.525308931851,345.0477146841319,11.32640,113264000
861.1822668231033,318.96662548744933,11.55650,115565000
919.9433248427412,295.38398989817046,11.80830,118083000
951.6191912715574,295.2412367067838,12.03250,120325000
968.9446901241481,293.3173916442854,12.27320,122732000
1000.2897402685286,327.6692319935873,12.49160,124916000
1132.0359570197234,348.5200610851988,12.73640,127364000
1190.0022833208682,308.50878004706743,12.96040,129604000
1270.9688922961216,318.98821178758055,13.22190,132219000
1373.6508581928065,337.2490290728978,13.46950,134695000
1422.0035636915627,377.8437462197971,13.72360,137236000
1384.6007332206705,378.9799761519248,13.95470,139547000
1431.8073430600798,349.04731063277205,14.20630,142063000
1450.4946692409592,310.86493169602284,14.45520,144552000
1287.330102383505,328.31133965942644,14.67810,146781000
1169.7170080246729,345.80956156966283,14.95450,149545000
939.8602007276854,328.9451517643737,15.21770,152177000
712.2773980464311,335.67532489446785,15.45880,154588000
613.3712903571808,333.4549463253266,15.69950,156995000
713.3476893359024,347.3030895956945,15.92740,159274000
816.6682722482867,319.3573372284994,16.15780,161578000
825.1239337743991,307.9848749273758,16.43330,164333000
699.0686488316193,320.8850369145314,16.68660,166866000
538.1824750880742,316.61225046352666,16.92140,169214000
479.0310990655355,273.1119194014857,17.17240,171724000
440.4202602053461,258.86372452522323,17.38920,173892000
429.02040684980096,249.77010655562705,17.62430,176243000
439.41334038210056,243.32736686014627,17.84470,178447000
426.79427488758665,308.2324645653605,18.06860,180686000
431.85566449026936,340.8293035762129,18.28530,182853000
483.443957675049,391.0404808470954,18.51100,185110000
451.690086607576,476.3903087452736,18.73160,187316000
456.87573214779667,543.2442867150096,18.95210,189521000
507.3345546169652,566.9868497872236,19.17290,191729000
595.8759051887505,570.3751629087026,19.39310,193931000
619.8899010579106,524.3885320045724,19.61860,196186000
693.2034088647881,525.077915164235,19.83850,198385000
722.8494151695511,549.6476429319285,20.06060,200606000
778.1871572584093,558.6396271726292,20.28240,202824000
875.8901268132346,593.9716849040799,20.50390,205039000
967.9524334976667,619.5961680921469,20.72520,207252000
1005.6053947655787,643.1454197590028,20.94710,209471000
1059.9492991405473,628.9275906521483,21.16710,211671000
1039.8980828944298,578.590036765835,21.38550,213855000
1187.2861641297925,609.8690939496892,21.60910,216091000
959.3892943913174,525.0068929686338,21.82610,218261000
865.2098601073285,489.88189214102016,22.05030,220503000
806.4880232187105,447.5788314772125,22.27910,222791000
826.7901515884405,439.9772184493467,22.49540,224954000
907.5813217490722,445.40568162380765,22.71500,227150000
897.3652767756191,492.1447233511062,22.93920,229392000
1015.5651176017615,559.2780513255051,23.16670,231667000
1023.0758112182806,554.830465578478,23.39430,233943000
1012.534274373693,522.1221220782661,23.62960,236296000
963.3082056134637,526.0639998146434,23.87570,238757000
994.4910066874786,567.3183158487273,24.10470,241047000
980.199236782964,543.9158615346438,24.33430,243343000
1017.6167823386205,527.944399702111,24.56410,245641000
1000.18185994246,427.2011833494118,24.77930,247793000
1009.6386158949472,377.7191983915817,24.99710,249971000
988.7644868620697,357.54723172694327,25.21790,252179000
970.5729697149889,473.575607803847,25.44280,254428000
730.561277855593,403.8662623061985,25.66910,256691000
552.0194033163616,338.57953775562544,25.89380,258938000
453.59679706609575,344.4506708270909,26.12270,261227000
482.20890105264004,355.20580961097244,26.37140,263714000
559.0264034240885,394.03584532495483,26.59740,265974000
558.5147025386376,393.7420094550016,26.81930,268193000
602.6556744531816,398.3413522255059,27.04070,270407000
592.8929710883052,431.64696449484296,27.25740,272574000
656.24439615436,426.41058827789396,27.47810,274781000
752.5936670867648,475.23116248198994,27.69640,276964000
736.430053084688,450.27973549373417,27.91880,279188000
904.2956050737737,497.4003884477269,28.14340,281434000
916.8359472309997,477.5958028912394,28.36960,283696000
968.4143204426122,480.5202775542253,28.58850,285885000
967.3988698925945,467.68497203335085,28.81380,288138000
889.1009949814681,465.8444407640476,29.03540,290354000
716.0990833113758,442.25326248100197,29.25700,292570000
510.1833098199983,368.58069098283903,29.47650,294765000
399.5423419925677,312.18095705169503,29.68980,296898000
377.02354860345434,257.54694335209143,29.90690,299069000
496.4774313984633,265.6120181390619,30.12740,301274000
642.3679944812557,278.10687679570276,30.35240,303524000
746.8773990795829,327.57559427232843,30.58430,305843000
896.5543275276173,374.16647014546936,30.81250,308125000
879.5181528296365,399.1630041003055,31.03880,310388000
831.0591892730364,439.47547608689786,31.26190,312619000
752.6163842047094,464.68744204803664,31.49000,314900000
754.1610518743745,430.94320438409056,31.72290,317229000
592.6440278461574,393.9568668805108,31.95730,319573000
495.1083415447121,347.4223299393661,32.19000,321900000
487.1920090246558,346.1101135564318,32.41960,324196000
560.1338796492199,351.0452691645508,32.64530,326453000
503.77046890260857,353.8614222960826,32.88280,328828000
504.5623556418003,360.7042010834418,33.10680,331068000
557.793804500662,393.613229865914,33.34250,333425000
558.6627820568367,415.2653216284744,33.56910,335691000
569.3104144876597,440.8909689839522,33.79370,337937000
630.2804919233997,447.5989016696487,34.02370,340237000
779.8178304421485,445.48476714204656,34.24930,342493000
821.3973411563874,521.4954099931882,34.47810,344781000
753.3434773869307,463.6181048985351,34.69630,346963000
474.6144017272844,365.0895861071508,34.91890,349189000
322.8489641607267,323.31463906400836,35.13830,351383000
293.93622525115927,278.9482325505832,35.35780,353578000
372.84122564450684,309.3450663203473,35.57630,355763000
534.7051722473484,368.9901249742482,35.79610,357961000
530.487621617732,364.98170782423944,36.01740,360174000
500.7302719285923,349.8887347090673,36.23790,362379000
585.4710093240052,422.78925563858115,36.45460,364546000
692.6924849099597,453.99383548888284,36.67600,366760000
806.8017969120484,484.0571068026085,36.89540,368954000
575.1916820661075,405.19046728309684,37.12040,371204000
514.3169385390706,366.371035118852,37.34460,373446000
351.1051146950923,308.4732988918051,37.61080,376108000
251.59328038357955,256.48164137582825,37.83320,378332000
87.6209140064696,269.0223776833555,38.07200,380720000
265.1613728698691,336.80953298495115,38.30310,383031000
339.8311009757603,412.8079531760001,38.52580,385258000
399.67716246611116,462.72409552709394,38.74650,387465000
614.2918675058384,551.1761174174558,38.99190,389919000
726.0762676843626,569.1097335756397,39.22130,392213000
897.5668543331274,558.3225394807778,39.45480,394548000
1019.7971110718075,513.8491839016477,39.69120,396912000
1111.6112013428071,533.7437654163873,39.91040,399104000
1167.9409446332534,517.3193079297939,40.14180,401418000
1216.5502746985603,564.6025059807765,40.38310,403831000
1234.8416120386921,600.0392217661133,40.66190,406619000
1224.8869457535468,638.3407976129132,40.89770,408977000
1203.2944408365324,625.5753678096037,41.16110,411611000
1073.2968313310398,583.6920156356005,41.38140,413814000
992.1292884801836,614.7125021163794,41.61370,416137000
972.8769880119326,652.3996125301458,41.84490,418449000
981.431850051105,662.3604485620864,42.06690,420669000
1017.8680034161863,623.1605294264157,42.30250,423025000
985.6760389963538,650.8611718352255,42.54400,425440000
1077.4491677488104,635.5625248047501,42.77750,427775000
1053.5352670847465,629.6641026106236,43.00800,430080000
1057.4260199744103,568.5684936911455,43.24040,432404000
1166.4475432363415,667.7670559571923,43.46120,434612000
1159.9623752760913,692.8476805921034,43.71690,437169000
1158.7706328282745,727.4692640869105,43.95290,439529000
1108.1254809850966,767.0633570432389,44.18320,441832000
1068.1094562821047,843.4806759436998,44.40870,444087000
967.8355823768286,892.427595059567,44.65220,446522000
897.1894609923181,937.4680201497056,44.87910,448791000
774.616827117655,907.1170681395815,45.11540,451154000
768.2078057800479,930.4795149538547,45.35000,453500000
783.9439777971888,899.2889924774664,45.57340,455734000
803.2855312650897,897.3664314551784,45.82590,458259000
725.9067398374928,829.3837021019397,46.05140,460514000
810.7620342958344,736.4191829215366,46.27010,462701000
873.7993824164532,711.5231547296821,46.52730,465273000
913.2272623856334,630.9114465518984,46.76600,467660000
832.9147324282434,561.4916814666019,46.99300,469930000
867.6382912432094,489.34158128846997,47.24080,472408000
825.2048812232297,500.41703309759237,47.48840,474884000
886.070994758185,536.8564415966532,47.73710,477371000
929.97663405952,641.6594838573019,47.96680,479668000
971.39910597945,722.8294998734723,48.19220,481922000
1026.50914575798,755.0930507193575,48.43240,484324000
1026.494031776748,813.4790380411221,48.67270,486727000
977.0934360986072,813.6230974638577,48.93940,489394000
961.6957119724251,816.6405577458595,49.17240,491724000
983.3983091775001,880.555720169596,49.40280,494028000
982.320240975767,898.6024323781069,49.65020,496502000
981.9879735039507,889.4017117096613,49.87190,498719000
1003.6174889412503,919.1495632119177,50.09950,500995000
1004.7530511844869,902.4487035806541,50.32030,503203000
1014.0878547481008,891.0709612018026,50.55320,505532000
1037.298024331476,913.3552878209651,50.77430,507743000
1045.5536450938484,929.0864876504875,50.99810,509981000
958.6344507240518,924.9059141089396,51.23530,512353000
987.9053142724092,874.9435230250209,51.46690,514669000
912.376618391728,792.102861734365,51.69670,516967000
843.225801350579,685.4680177126409,51.94980,519498000
826.3116467353814,612.8921987828019,52.18770,521877000
864.1981077052675,476.6526773024566,52.44660,524466000
989.9635809923797,419.51368713190436,52.67870,526787000
1023.5207423570965,361.2174239900581,52.92660,529266000
1162.4649991738277,486.0722165431953,53.17030,531703000
1235.6486522253863,555.2826594693576,53.43030,534303000
1242.4281183174314,626.5543867974931,53.66450,536645000
1322.9302809065468,674.1724984120432,53.89630,538963000
1417.434066376237,737.9889244464497,54.13090,541309000
1402.1299558225824,722.9358920201219,54.38900,543890000
1290.216222006199,655.3498072504613,54.64160,546416000
1319.732079763957,583.4351200853763,54.86770,548677000
1303.2174844776166,562.585487448115,55.09280,550928000
1277.9720912943467,568.8300209623417,55.34090,553409000
1264.2152260404625,552.9993857299166,55.56510,555651000
1190.2062873836696,579.5959141108134,55.78750,557875000
1179.708698188172,527.2069026028558,56.01580,560158000
1153.59395961695,467.50683787648836,56.25590,562559000
1064.5217839348536,468.6141216686154,56.52970,565297000
1007.2961033107189,484.5305853512213,56.79020,567902000
905.1822747271478,446.9981427527532,57.01940,570194000
634.6310735500817,356.1590615150596,57.24570,572457000
490.6830403660582,289.0220304372994,57.47510,574751000
448.85132839543417,309.0060592284355,57.70170,577017000
395.2883203357571,343.53635573403034,57.93170,579317000
348.56146387064126,325.4148098444179,58.16960,581696000
399.3551431398969,320.15715869376015,58.39610,583961000
379.9908536047419,306.243738522319,58.63420,586342000
512.5057036056544,355.71506657753963,58.85320,588532000
465.2625354059256,318.2485167327084,59.07210,590721000
479.92900594329427,315.460028908731,59.29420,592942000
537.4793971929494,283.8155259675378,59.51730,595173000
636.3257859793202,335.09368064941145,59.74260,597426000
712.2005579343743,376.63918126785734,59.96270,599627000
665.4731601425808,392.8721914663833,60.19330,601933000
619.6591236881786,390.5056022384632,60.41970,604197000
544.3334836658678,394.63169635836516,60.64860,606486000
594.8243771223562,429.28211410715124,60.86920,608692000
648.346500499453,454.03362301675384,61.09310,610931000
724.0884319219867,449.97070394832576,61.31170,613117000
896.30852127103,461.9789493497457,61.53270,615327000
1034.4801262842993,464.6190582108158,61.75440,617544000
1180.6079424449943,458.4622728939372,61.97420,619742000
1369.0166778345904,443.89834984411004,62.19010,621901000
1237.4567713388178,382.1307368952421,62.41870,624187000
1061.41864945837,360.41672355196374,62.64000,626400000
943.9278496722102,313.9148191439591,62.86650,628665000
883.7681569321237,306.2696661439213,63.09840,630984000
842.2060683109466,309.52094936202786,63.32680,633268000
841.5269705828498,399.91103867963346,63.56260,635626000
869.5875133888893,465.15769036730774,63.79470,637947000
682.3561606982496,429.31915714267427,64.02820,640282000
615.2832971914919,403.88200608300696,64.26110,642611000
625.1441315644727,447.01136106485296,64.48450,644845000
655.4234737659526,450.28963670907126,64.72080,647208000
693.5956462486282,449.6055580547197,64.95620,649562000
727.2221980103083,409.2469805337216,65.18400,651840000
666.7132211894161,386.59034223156345,65.41110,654111000
567.7912216021651,317.99585317643715,65.63170,656317000
443.41942049013915,259.13399623518444,65.85770,658577000
393.8533459036718,208.8466586214931,66.08450,660845000
388.06280616010116,180.47678192349815,66.30580,663058000
534.5136210342096,242.16337625994254,66.52730,665273000
643.0307483242475,395.37358956148364,66.75530,667553000
746.5500590619473,550.050120938826,66.98120,669812000
868.9482435400124,725.9367898770215,67.20270,672027000
932.5002446179436,814.850430341061,67.43660,674366000
1068.4004106098218,886.5800107366204,67.66170,676617000
1189.7275419604748,918.272863608731,67.89600,678960000
1157.3106016054626,865.2299032483137,68.12740,681274000
1213.7298435644536,751.9275586109592,68.36450,683645000
1165.9539828046682,713.3327371073456,68.59300,685930000
1106.1991591113235,653.1764937896693,68.82580,688258000
1040.8265571379284,625.1080851966224,69.04570,690457000
1034.8647195795957,648.781632255753,69.27530,692753000
1109.1540392649422,736.2580131878165,69.50480,695048000
1207.9437022335783,795.2957376550947,69.74610,697461000
1264.385817142955,789.6624935610927,69.98290,699829000
1260.410886107118,811.2312175505889,70.21890,702189000
1247.5405413084268,793.5332716758207,70.44970,704497000
1234.022544837478,842.8582119219357,70.67880,706788000
1212.7896393081976,892.6803139786047,70.94050,709405000
1233.4887598077248,863.7640728304365,71.18500,711850000
1119.8223179671736,766.8371755615282,71.40720,714072000
1143.0219768009404,778.370379257083,71.62660,716266000
1049.1431658796548,718.5747257606113,71.90310,719031000
1031.1095867426143,691.3430260503734,72.12860,721286000
966.5567040786482,582.08841515458,72.38770,723877000
903.3191336029638,587.142672522878,72.61980,726198000
969.9974735712246,607.7834844625615,72.84960,728496000
1063.243932838197,571.2537072183111,73.11450,731145000
1105.7296456973916,615.4814557244339,73.35240,733524000
1150.864321884373,558.0687550621159,73.58260,735826000
1107.7808133746469,593.5186422418413,73.83560,738356000
1002.4166996734306,669.4659333288668,74.06110,740611000
954.4642974576918,613.2868887093289,74.29360,742936000
939.9049604886756,586.7856586294292,74.52300,745230000
958.2669299700144,541.5177136457647,74.79900,747990000
937.3020434314876,497.9355019302607,75.02930,750293000
950.8803290939095,498.0280688432626,75.24880,752488000
909.181226051104,402.00880465187333,75.52820,755282000
938.8654209972842,426.02862722442615,75.76690,757669000
1004.3962161411805,422.8510487887794,75.98820,759882000
982.9301318705012,467.12901682370205,76.25170,762517000
1066.0826888286774,462.2158446459211,76.50780,765078000
1055.647358119361,457.62809198526844,76.73520,767352000
1116.8323666017418,478.38998891872114,77.00060,770006000
1170.4536363762834,553.1047064778661,77.23200,772320000
1185.0930440707803,558.0516861494222,77.45750,774575000
1147.391097468081,611.7791018995232,77.70610,777061000
