MEDIA_ID,MEDIA_NAME,CNT,TIME(2025/03/04 08:39:34.383),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,KB,KBS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,IBI,TTL0,TTL1,TTL2,TTL3,TTL4,TTL5,TTL6,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME
,,0,0.0,0,0.4564567820411031,0.5119230776075946,0.0,0.0,1,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0,0.0,0
,,1,0.1825,1825000,0.44465531483338494,0.5542159292546465,0.0,0.1825,1,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.043908540498340254,105.59131644465462,0
,,2,0.3621,3621000,0.4427143359527738,0.625299424720276,0.0,0.3621,1,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.07110999034332062,91.5641081008001,0
,,3,0.5213,5213000,0.42928066450054364,0.5903805286146676,0.0,0.5213,1,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0374138053921375,-111.04226612304561,0
,,4,0.6858,6858000,0.43919471223374207,0.537351191676929,0.0,0.6858,1,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.05394811320623126,-79.4105676247944,0
,,5,0.8398,8398000,0.41981851684783034,0.47746850988323725,0.0,0.8398,1,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.06293943538384794,-107.92998684298767,0
,,6,0.9918,9918000,0.34181249358903715,0.4064335583710321,0.9918,0.0,2,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.10550309948524127,-137.67793542582203,0
,,7,1.1503,11503000,0.31614397669081434,0.4228276103808361,0.9918,0.15850000000000009,2,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0304571453201791,147.43431031060265,0
,,8,1.3174,13174000,0.2897917048911323,0.39433104439160976,0.9918,0.3255999999999999,2,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03881361233101923,-132.7611836956391,0
,,9,1.4787,14787000,0.2692381171981106,0.5204200743174237,1.4787,0.0,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.12775325214916264,99.25827110598085,0
,,10,1.6479,16479000,0.2606703321283648,0.5098641663942168,1.4787,0.16920000000000002,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.013595371752349358,-129.06478088170067,0
,,11,1.8029,18029000,0.2551933237617653,0.5132763397288342,1.4787,0.32420000000000004,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.006452948745594945,148.07711547781346,0
,,12,1.9946,19946000,0.23318475163859703,0.4817966814446041,1.4787,0.5159,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03841023473753577,-124.9587947680173,0
,,13,2.1538,21538000,0.2024807333057255,0.45383109228525487,1.4787,0.6751,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04153084298223215,-137.67236561947797,0
,,14,2.3176,23176000,0.16760374545075898,0.42045487037521057,1.4787,0.8389000000000002,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0482739730167717,-136.25962868561226,0
,,15,2.4691,24691000,0.21568545047388066,0.43839803599835425,1.4787,0.9904000000000002,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.051320634743834276,20.46460502281942,0
,,16,2.6239,26239000,0.24661984341109966,0.41535582578157704,1.4787,1.1452,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03857304911552128,-36.681450253848276,0
,,17,2.78,27800000,0.2927340484240204,0.3834017339428138,1.4787,1.3013,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.056103332246969076,-34.71939723683628,0
,,18,2.9302,29302000,0.2951453031836113,0.3582086976036979,1.4787,1.4515000000000002,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.02530816527328017,-84.5328081305909,0
,,19,3.0933,30933000,0.3191102961975811,0.31346447462120053,1.4787,1.6146000000000003,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.05075791938670324,-61.8265107949544,0
,,20,3.2474,32474000,0.34286377416996333,0.2806700455817614,1.4787,1.7687,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04049323760589239,-54.08364375260001,0
,,21,3.4042,34042000,0.3708480663655681,0.23189072093200055,1.4787,1.9255,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0562364928047238,-60.157465805353304,0
,,22,3.5612,35612000,0.3600049706938417,0.2768711707542356,1.4787,2.0825,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.046268926829534505,103.55327579283434,0
,,23,3.7176,37176000,0.33641143113787364,0.297575034948006,1.4787,2.2389,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03138956994501704,138.73231691843318,0
,,24,3.8715,38715000,0.3365732835885101,0.325533707553635,1.4787,2.3928000000000003,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.02795914108273936,89.6683190627027,0
,,25,4.0253,40253000,0.3205246596994979,0.32949603273581,1.4787,2.5465999999999998,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.016530527807068682,166.1313163325995,0
,,26,4.1802,41802000,0.34745721866959045,0.32454643381662707,1.4787,2.7015000000000002,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.027383594762892073,-10.413478358376965,0
,,27,4.3307,43307000,0.3479963588403742,0.20647485744170854,4.3307,0.0,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.11807280728339599,-89.73837698613818,0
,,28,4.4943,44943000,0.3163737492599139,0.26976188639877774,4.3307,0.16359999999999975,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.07074770293720592,116.54990847626274,0
,,29,4.6546,46546000,0.30927128699942774,0.329950064138699,4.3307,0.3239000000000001,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.06060578940838887,96.73002352051854,0
,,30,4.819,48190000,0.31011268746249127,0.36427830755661517,4.3307,0.48829999999999973,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03433855341884613,88.59593617057207,0
,,31,4.9761,49761000,0.2918969440641483,0.35826930024492226,4.3307,0.6453999999999995,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.019181279321939255,-161.74331657734302,0
,,32,5.129,51290000,0.29136584726389375,0.3865007939545394,4.3307,0.7982999999999993,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.02823648882009576,91.077733136294,0
,,33,5.2841,52841000,0.28296758026567403,0.3854204661535304,4.3307,0.9533999999999994,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.008467466960727942,-172.6698979748192,0
,,34,5.4378,54378000,0.25063841786467933,0.3459500469877373,4.3307,1.1071,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.05102047364218897,-129.31998627003284,0
,,35,5.602,56020000,0.21794437814756942,0.2587460977466486,5.602,0.0,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.09313124607920982,-110.55175873197868,0
,,36,5.7633,57633000,0.21853450736043714,0.26552917586709895,5.602,0.16129999999999978,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.006808700410211363,85.02777498123692,0
,,37,5.9328,59328000,0.22887527062676552,0.29746578504958543,5.602,0.3308,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03356900938373258,72.05855145737962,0
,,38,6.0949,60949000,0.2538278161535056,0.28477601660308083,5.602,0.49289999999999967,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.02799392347438885,-26.955888761959258,0
,,39,6.2586,62586000,0.27844481511386554,0.25888646830626155,5.602,0.6566000000000001,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03572485617644529,-46.443303637129205,0
,,40,6.4154,64154000,0.30400274743871114,0.27112420149597966,5.602,0.8133999999999997,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.028336725610841412,25.586184972579936,0
,,41,6.5829,65829000,0.2977324127660958,0.35998963841344356,6.5829,0.0,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.08908637929245053,94.03609410304108,0
,,42,6.7375,67375000,0.2933095014940704,0.38835901827663405,6.5829,0.1545999999999994,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0287120855728421,98.86132887133506,0
,,43,6.9163,69163000,0.24798598912874012,0.3845531704861837,6.5829,0.33339999999999925,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.045483021563373784,-175.20009274094338,0
,,44,7.0745,70745000,0.20415268618581137,0.3162350485874492,7.0745,0.0,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.08117095679278957,-122.68446599316255,0
,,45,7.2422,72422000,0.22591624769297575,0.35013899333623993,7.0745,0.16770000000000085,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04028808854990741,57.302853284205355,0
,,46,7.3946,73946000,0.2404417256370014,0.3634485351541064,7.0745,0.32010000000000005,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.019701101819540753,42.49869967875292,0
,,47,7.5686,75686000,0.2552155268406774,0.40492774721152475,7.0745,0.4941000000000004,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04403169579870865,70.39544210530816,0
,,48,7.7286,77286000,0.2006070170071314,0.37930656371361726,7.0745,0.6541000000000006,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.060320265169128154,-154.86500145308696,0
,,49,7.8906,78906000,0.21404076227586122,0.3646067421875058,7.0745,0.8161000000000005,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.019913569866918675,-47.57670546694048,0
,,50,8.0498,80498000,0.169142534230925,0.2919451817229422,8.0498,0.0,8,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.08541401085723889,-121.71228978511952,0
,,51,8.2023,82023000,0.17693488618092976,0.2815779857866981,8.0498,0.15249999999999986,8,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.012969175012051401,-53.070178727986445,0
,,52,8.3684,83684000,0.2057918162529148,0.2864118862686475,8.0498,0.3186,8,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.029258998736266154,9.509476301640028,0
,,53,8.5293,85293000,0.18680377652679106,0.2879483048657323,8.0498,0.4794999999999998,8,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.01905009802458562,175.37398621021708,0
,,54,8.6957,86957000,0.17886151396604066,0.30534139089339163,8.0498,0.645900000000001,8,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.01912064267093173,114.54301860509469,0
,,55,8.8576,88576000,0.17104397836867025,0.29341191160674196,8.0498,0.8078000000000003,8,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.014262760562624514,-123.23732212013985,0
,,56,9.0239,90239000,0.16447117881998763,0.28063661985104005,8.0498,0.9741,8,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.014366968133550921,-117.22550801665993,0
,,57,9.1806,91806000,0.1761710657260519,0.23676809093910337,8.0498,1.1308000000000007,8,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04540192928182809,-75.06661657182585,0
,,58,9.3411,93411000,0.2015074299658711,0.25991928549026977,8.0498,1.2913000000000014,8,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03432068125837169,42.419619673451756,0
,,59,9.499,94990000,0.28925490086463074,0.3016794546211392,8.0498,1.4492000000000012,8,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.097177828618299,25.450387856908012,0
,,60,9.6565,96565000,0.3206549895806344,0.2602892673863962,9.6565,0.0,9,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.05195299000731318,-52.81473445223722,0
,,61,9.8223,98223000,0.37507155876886994,0.3170461304764096,9.6565,0.16580000000000084,9,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0786289037824931,46.205946054564,0
,,62,9.9827,99827000,0.4084124844621391,0.33799998029021366,9.6565,0.32620000000000005,9,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0393786890094573,32.148225745255054,0
,,63,10.1405,101405000,0.4065698477232346,0.39532574263315473,9.6565,0.484,9,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.05735536887119567,91.84103912055758,0
,,64,10.2955,102955000,0.45328900880517775,0.4922535541715258,9.6565,0.6390000000000011,9,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.1075996313275214,64.26595442905857,0
,,65,10.4576,104576000,0.47275282950308795,0.555346522437099,10.4576,0.0,10,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.06602698660942381,72.85530416233927,0
,,66,10.6175,106175000,0.5070396257970178,0.6304476670291127,10.4576,0.15990000000000038,10,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.08255765451568972,65.46133011022906,0
,,67,10.7709,107709000,0.5339688517607027,0.6884867468581677,10.4576,0.3132999999999999,10,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.06398216937871536,65.10943670426984,0
,,68,10.9292,109292000,0.5537792330054807,0.717000781678991,10.4576,0.47160000000000046,10,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03472033102991059,55.210012886437106,0
,,69,11.0875,110875000,0.5688706836435099,0.672350881718567,10.4576,0.629900000000001,10,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.047131363748951015,-71.32499497800242,0
,,70,11.2653,112653000,0.55387264242532,0.6151679982598383,10.4576,0.8077000000000005,10,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.059117031395673814,-104.69661815151986,0
,,71,11.4269,114269000,0.5701639583447221,0.5393089103902557,11.4269,0.0,11,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0775887117227165,-77.87939516150426,0
,,72,11.5914,115914000,0.5608081647078392,0.5137030674605374,11.4269,0.1645000000000003,11,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.02726151255373306,-110.07115585900907,0
,,73,11.7517,117517000,0.5373020755486364,0.524343986746116,11.4269,0.32479999999999976,11,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.025802429939883416,155.64431840228846,0
,,74,11.9066,119066000,0.5136671207953168,0.5109872939230419,11.4269,0.47969999999999935,11,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.027147970998979348,-150.52814326946813,0
,,75,12.0642,120642000,0.5268035003043775,0.5458179712658219,11.4269,0.6372999999999998,11,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03722553627233484,69.336047623362,0
,,76,12.2223,122223000,0.5009791931709219,0.5801338116036159,11.4269,0.7954000000000008,11,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04294731350168503,126.96320627080003,0
,,77,12.3863,123863000,0.5083840997967605,0.6344535872113242,11.4269,0.9594000000000005,11,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0548221731073219,82.23725248073451,0
,,78,12.5494,125494000,0.5174215867602627,0.6831892253402952,11.4269,1.1225000000000005,11,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04956650678082422,79.49446446508887,0
,,79,12.7101,127101000,0.5203579694299394,0.6832480577889718,11.4269,1.2832000000000008,11,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.002936971984850166,1.1478068232578948,0
