MEDIA_ID,MEDIA_NAME,CNT,TIME(2025/03/03 17:10:20.163),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,KB,KBS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,IBI,TTL0,TTL1,TTL2,TTL3,TTL4,TTL5,TTL6,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME
,,26,5.8874,58874000,0.2265654592483761,0.191843596598716,3.3868,2.5006000000000004,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.03588563631327441,141.33133470150378,0
,,27,6.1083,61083000,0.2108380028164967,0.2053262536699081,3.3868,2.7215,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.020715572102069268,139.39454713090663,0
,,28,6.3291,63291000,0.18689224628975276,0.20497805224197344,3.3868,2.9423000000000004,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.02394828803636109,-179.16690599299167,0
,,29,6.5504,65504000,0.17439365938488724,0.22126725490295118,3.3868,3.1635999999999997,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.02053175097133414,127.49876482895215,0
,,30,6.773,67730000,0.18065165236361017,0.2219549055956213,3.3868,3.3861999999999997,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.006295660378139465,6.270707964114299,0
,,31,6.9972,69972000,0.21179725179690226,0.24719939585462597,3.3868,3.6104000000000003,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04009155338093132,39.025856901541076,0
,,32,7.2181,72181000,0.284456012807431,0.3042948343066708,3.3868,3.8312999999999997,3,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.09240770878891204,38.16035268502108,0
,,33,7.4462,74462000,0.34928022973468625,0.3214667179936951,3.3868,4.0594,3,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.06706006777205446,14.836830872676614,0
,,34,7.6715,76715000,0.43788437299859695,0.417274437342903,7.6715,0.0,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.13049832677252302,47.23697524832764,0
,,35,7.9142,79142000,0.48887044406936864,0.46162868912667604,7.6715,0.24270000000000014,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.06757868816818005,41.020947081155825,0
,,36,8.1414,81414000,0.4936867118274854,0.46790831499686786,7.6715,0.4699000000000009,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.007913920405681217,52.51297316304167,0
,,37,8.3596,83596000,0.5230432764572239,0.5290204583265575,7.6715,0.6881000000000004,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.06779750695422766,64.34167223309247,0
,,38,8.592,85920000,0.565100784678238,0.5617785796587906,7.6715,0.9205000000000005,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.05330974123908285,37.914624777638934,0
,,39,8.809,88090000,0.5800067990076333,0.5885067630022847,7.6715,1.1374999999999993,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.030603677034493258,60.85207191202767,0
,,40,9.0361,90361000,0.6037432094152211,0.5851299034093569,7.6715,1.3645999999999994,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.023975411565764413,-8.096848887977883,0
,,41,9.2494,92494000,0.590513957293395,0.589933423598954,7.6715,1.5778999999999996,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.014074335434211726,160.04412179521208,0
,,42,9.4651,94651000,0.6579666540400009,0.5840985573917649,7.6715,1.7935999999999996,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.06770459336001788,-4.943954552306889,0
,,43,9.6871,96871000,0.6788075960804015,0.5477661425138811,7.6715,2.015599999999999,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04188542987710652,-60.16062399075776,0
,,44,9.915,99150000,0.6789948961888395,0.5044089562744627,7.6715,2.243499999999999,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.043357590799423286,-89.75248765219989,0
,,45,10.1452,101452000,0.692682350337145,0.5202258800743068,7.6715,2.473700000000001,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.020917014116552137,49.12814757716903,0
,,46,10.3703,103703000,0.6743981458344871,0.5259375976738173,7.6715,2.6988000000000003,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.019155569744373904,162.65196016019806,0
,,47,10.5994,105994000,0.6480335726649435,0.523551931684912,7.6715,2.9278999999999993,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.02647228967473035,-174.8295257775372,0
,,48,10.8249,108249000,0.6555454304927513,0.5607843520707478,7.6715,3.1533999999999995,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03798264255963244,78.59336798901153,0
,,49,11.0491,110491000,0.6560260088768621,0.554744597876838,7.6715,3.3775999999999993,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.006058843644304204,-85.45060587203382,0
,,50,11.2767,112767000,0.672636578911296,0.5358223790307921,7.6715,3.6052,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.025178590169556543,-48.72223350054453,0
,,51,11.4961,114961000,0.7107317846567087,0.5185536660358052,7.6715,3.8246,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04182646469985903,-24.384981728875662,0
,,52,11.7167,117167000,0.719906621399017,0.5343784840418041,7.6715,4.0451999999999995,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.018292142962785845,59.895906454960404,0
,,53,11.9459,119459000,0.7477593797770504,0.5149335299270518,7.6715,4.2744,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.033968844398800754,-34.92019812181181,0
,,54,12.1732,121732000,0.778063874288814,0.5461709783676811,7.6715,4.5017,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.043521725295471506,45.868517075342815,0
,,55,12.394,123940000,0.7957457704986702,0.6000127778904613,7.6715,4.7225,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.056670881671519596,71.81958040371246,0
,,56,12.6248,126248000,0.717921921806735,0.5927893282633295,7.6715,4.9533000000000005,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0781583626347235,-174.69711713295425,0
,,57,12.8486,128486000,0.6451926340948595,0.6343461322915565,12.8486,0.0,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.08376465395450051,150.25677502182177,0
,,58,13.0722,130722000,0.6128930984828198,0.5986933607700062,12.8486,0.22360000000000113,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.048108004717731565,-132.17492236960115,0
,,59,13.2924,132924000,0.584344671227708,0.6073529979206719,12.8486,0.4438000000000013,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.029832901540440254,163.12579685741173,0
,,60,13.523,135230000,0.5390763568645263,0.6188887012216274,12.8486,0.6744000000000003,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04671501617179981,165.70361936984273,0
,,61,13.7395,137395000,0.4881882499319598,0.5831449211784867,12.8486,0.8909000000000002,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.062186953928880795,-144.91581512008239,0
,,62,13.9585,139585000,0.46862034111963347,0.5863685165517805,12.8486,1.1099000000000014,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.019831657076962574,170.64518009198898,0
,,63,14.1863,141863000,0.4674881172073253,0.5679482695922127,12.8486,1.3377,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.018455010946598453,-93.51733281465738,0
,,64,14.4279,144279000,0.45387065592635384,0.5007939082241631,12.8486,1.5793,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.06852111720111793,-101.46292425413938,0
,,65,14.6562,146562000,0.37841762219184516,0.42913536024691407,12.8486,1.8076000000000008,5,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.10405819428545074,-136.4775167445579,0
,,66,14.8817,148817000,0.34257778397606525,0.341909023538601,14.8817,0.0,6,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.09430232138651351,-112.33693809272783,0
,,67,15.1043,151043000,0.2875223293035273,0.25724565159935614,14.8817,0.2225999999999999,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.1009900472191334,-123.03540901833149,0
,,68,15.3232,153232000,0.24926056787507864,0.18824427322519327,14.8817,0.44149999999999956,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.07889963628016236,-119.00868411165848,0
,,69,15.5415,155415000,0.20009125239036554,0.18653939348819726,14.8817,0.6597999999999988,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.049198863809572536,-178.01414166261173,0
,,70,15.7692,157692000,0.17323117675527053,0.12913385928750704,14.8817,0.8874999999999993,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.06337869531624676,-115.07491514457202,0
,,71,15.9876,159876000,0.183592338872614,0.16228819727396823,14.8817,1.1059,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.03473562735495614,72.64529601674116,0
,,72,16.208,162080000,0.22584871352871114,0.1881899432697923,14.8817,1.326299999999998,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.0495631076982531,31.50690587610842,0
,,73,16.4295,164295000,0.23734075937716792,0.2173461228573696,14.8817,1.5478000000000005,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.03133927130496323,68.48788649827176,0
,,74,16.6458,166458000,0.2780661821481611,0.24591317662382742,14.8817,1.764100000000001,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.049745719622614974,35.047934070747125,0
,,75,16.8629,168629000,0.309077601292498,0.2656207552268898,14.8817,1.9811999999999994,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03674366301475167,32.435723853542406,0
,,76,17.0868,170868000,0.30243456413787023,0.2858133209806772,14.8817,2.2051,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.021257225932816145,108.2103939776021,0
,,77,17.3104,173104000,0.35355492910652947,0.3556468734491019,17.3104,0.0,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.08654488295034635,53.79469458428393,0
