MEDIA_ID,MEDIA_NAME,CNT,TIME(2025/03/03 17:10:20.163),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,KB,KBS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,IBI,TTL0,TTL1,TTL2,TTL3,TTL4,TTL5,TTL6,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME
,,576,130.2944,1302944000,0.48722666353528754,0.20889848224118823,129.1404,1.1539999999999964,50,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.00495194709799727,-38.1338407681013,0
,,577,130.5175,1305175000,0.4261930528944059,0.225578525758985,129.1404,1.3771000000000129,50,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0632718379661784,164.71472901128976,0
,,578,130.7368,1307368000,0.32691895211627725,0.22016960901572485,129.1404,1.5963999999999885,50,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.0994213431092216,-176.8813418455901,0
,,579,130.9652,1309652000,0.3641050794697647,0.21717513703803987,130.9652,0.0,51,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.037306499835483495,-4.6038994361866825,0
,,580,131.1981,1311981000,0.43770224855430245,0.2885413201597432,130.9652,0.23290000000000077,51,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.10251670786080935,44.118287571625665,0
,,581,131.4283,1314283000,0.4545325733672799,0.33934301131224076,130.9652,0.4630999999999972,51,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.05351702212627374,71.67024628690503,0
,,582,131.6482,1316482000,0.4432977354801606,0.2910466510999485,130.9652,0.6829999999999927,51,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04958588500879399,-103.09541146445844,0
,,583,131.8646,1318646000,0.4205850227100452,0.33409103963676373,130.9652,0.8993999999999858,51,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04866915559043607,117.81872517550931,0
,,584,132.0967,1320967000,0.424325044468156,0.3692295710356472,130.9652,1.1314999999999884,51,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03533700824378686,83.9245122525718,0
,,585,132.3219,1323219000,0.40990366863527444,0.34021117962160824,130.9652,1.3566999999999894,51,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03240436885933114,-116.42616555306272,0
,,586,132.5353,1325353000,0.4152268015387261,0.30633437017794163,130.9652,1.5700999999999965,51,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.034292476754972205,-81.07001354160911,0
,,587,132.763,1327630000,0.3958247306413321,0.2796652809761194,130.9652,1.7977999999999952,51,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03298000415346021,-126.03632280695834,0
,,588,132.9798,1329798000,0.40567955681228746,0.29225158330598106,130.9652,2.0146000000000015,51,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.015985387239551837,51.93975741348522,0
,,589,133.2033,1332033000,0.4278723892736028,0.316346181305717,130.9652,2.238100000000003,51,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03275776954288697,47.35273135319862,0
,,590,133.4346,1334346000,0.43221570865080544,0.36664847985317195,130.9652,2.469399999999979,51,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.05048946090393193,85.06507261853523,0
,,591,133.661,1336610000,0.4385437982174591,0.38062124194626623,130.9652,2.6957999999999913,51,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.01533893079956368,65.63482117551105,0
,,592,133.8882,1338882000,0.5207913794896023,0.379125516220432,133.8882,0.0,52,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.08226118052012579,-1.0418461500834642,0
,,593,134.1191,1341191000,0.5767051202534331,0.4005060825456203,133.8882,0.23089999999999122,52,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.05986213346173567,20.926095843450117,0
,,594,134.3511,1343511000,0.6060137324038419,0.4400705436094731,133.8882,0.46289999999999054,52,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.049237600728063664,53.469644828305725,0
,,595,134.582,1345820000,0.6429442239716603,0.47233023498046417,133.8882,0.6937999999999818,52,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.049036199840447436,41.13801104817797,0
,,596,134.8105,1348105000,0.6855239361821484,0.5216310065495902,133.8882,0.9222999999999786,52,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.06514290421250137,49.1837358318092,0
,,597,135.0419,1350419000,0.6798967393882324,0.49957268366618734,133.8882,1.1536999999999864,52,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.022764774371513342,-104.31122077808267,0
,,598,135.2695,1352695000,0.651789924362366,0.4480579729232644,133.8882,1.3812999999999818,52,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.05868354517090193,-118.61721551139819,0
,,599,135.4977,1354977000,0.6152126345973973,0.40666308581033084,133.8882,1.609499999999997,52,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.05523979367849775,-131.46441126737238,0
,,600,135.7182,1357182000,0.5508817301235917,0.3619175448335047,133.8882,1.829999999999984,52,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.07836216375092468,-145.17934778054212,0
,,601,135.9505,1359505000,0.48072485793266684,0.329411929510282,133.8882,2.0622999999999934,52,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0773214183984948,-155.1404085973865,0
,,602,136.1843,1361843000,0.4554827652122524,0.42823867266787363,136.1843,0.0,53,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.10199945297913411,104.32801719728494,0
,,603,136.4083,1364083000,0.4481388394384284,0.4530004888024469,136.1843,0.22399999999998954,53,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.025827907078465537,106.51944447254587,0
,,604,136.6332,1366332000,0.4544267076846889,0.5011378820458326,136.1843,0.44889999999998054,53,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04854632751661746,82.55796811175128,0
,,605,136.8558,1368558000,0.46793431167049815,0.48665548790390817,136.1843,0.6714999999999804,53,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.019803916418716233,-46.99459813302173,0
,,606,137.0767,1370767000,0.4667801573042728,0.49532351857032925,136.1843,0.8923999999999808,53,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.008744531315919297,97.58436188270873,0
,,607,137.3067,1373067000,0.4846397526267317,0.43909111879760904,136.1843,1.122399999999999,53,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.05900040617894948,-72.37998058805515,0
,,608,137.5326,1375326000,0.5174631217457654,0.43481915233684815,136.1843,1.3482999999999947,53,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03310020026776573,-7.415372033220141,0
,,609,137.7563,1377563000,0.48775519168582354,0.4263926239006978,136.1843,1.5720000000000027,53,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.030879888113975493,-164.16423685844154,0
,,610,137.9833,1379833000,0.45322388828743054,0.46442081175834826,136.1843,1.7990000000000066,53,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.05136685688387621,132.2408596416697,0
,,611,138.2102,1382102000,0.4332678204085935,0.5064399552764142,136.1843,2.0258999999999787,53,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.046517234087771926,115.40435223941921,0
,,612,138.4396,1384396000,0.42501937987012856,0.5366310026230798,136.1843,2.2553000000000054,53,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03129754161599917,105.28076095843348,0
,,613,138.6707,1386707000,0.45788223860213056,0.49626465384528234,136.1843,2.4864000000000033,53,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.052051989373032743,-50.85044039321387,0
,,614,138.8912,1388912000,0.5194065513835109,0.45833845872192935,136.1843,2.7068999999999903,53,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.072274735141374,-31.651440845053003,0
,,615,139.1109,1391109000,0.5743238417742117,0.4384116631078138,136.1843,2.926599999999979,53,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.05842076657579301,-19.943355454852853,0
,,616,139.3384,1393384000,0.6083608612225034,0.37343857077341186,136.1843,3.1540999999999997,53,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.07334862930156304,-62.35160630634382,0
,,617,139.5607,1395607000,0.5683570935892817,0.2811442200322793,139.5607,0.0,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.10059099663280009,-113.43368340975391,0
,,618,139.7862,1397862000,0.6317934444124256,0.25704168925741466,139.5607,0.22550000000001091,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.06786090623849853,-20.80420027285719,0
,,619,140.0155,1400155000,0.6358193023120037,0.19166786874510702,139.5607,0.45480000000000587,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.06549766362400274,-86.4760551103634,0
,,620,140.2372,1402372000,0.6565717454266181,0.24264819388889422,139.5607,0.6765000000000043,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0550423241423504,67.85034979640756,0
,,621,140.4592,1404592000,0.6343720862292038,0.2301213462860435,139.5607,0.8985000000000127,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.025490131018619494,-150.56478516228742,0
,,622,140.6817,1406817000,0.6033704572932379,0.25212231998425433,139.5607,1.1210000000000093,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03801504755162992,144.6377622074474,0
,,623,140.9024,1409024000,0.563485708160531,0.2624108367001215,139.5607,1.341700000000003,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04119037253523743,165.5355267756182,0
,,624,141.1314,1411314000,0.5828582907372323,0.3059300133808493,139.5607,1.5707000000000164,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04763628548343701,66.00373945069047,0
,,625,141.3566,1413566000,0.6453016332127276,0.314556068357643,139.5607,1.795899999999989,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.06303633748858405,7.865180814225377,0
,,626,141.5823,1415823000,0.6244343115575538,0.3168731147880421,139.5607,2.0216000000000065,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.02099556660871791,173.663998321827,0
,,627,141.8175,1418175000,0.6106267173155767,0.31827435532354903,139.5607,2.2567999999999984,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0138785133854252,174.20527264287742,0
,,628,142.0435,1420435000,0.6241984656409312,0.3171741747884014,139.5607,2.4827999999999975,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.013616267837284906,-4.634492523083965,0
,,629,142.2648,1422648000,0.6357404243775765,0.3379321795792446,139.5607,2.704100000000011,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.023751033122268457,60.92486942049418,0
,,630,142.4873,1424873000,0.6235571445083724,0.31260297238134827,139.5607,2.9266000000000076,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.02810695724629966,-115.68742807080872,0
,,631,142.7007,1427007000,0.6304748092730869,0.30591865926670914,139.5607,3.140000000000015,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.009619466077257534,-44.01714637709995,0
,,632,142.9233,1429233000,0.6385204780368995,0.3742223521195822,139.5607,3.3626000000000147,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.06877592051871509,83.28193894524269,0
,,633,143.1514,1431514000,0.6696710935335146,0.34158260184494216,139.5607,3.5906999999999982,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04511888899129526,-46.33728100340422,0
,,634,143.3816,1433816000,0.6474521534021139,0.2742963421259195,139.5607,3.8208999999999946,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.07085987614679083,-108.27400412020653,0
,,635,143.6086,1436086000,0.6396567210132287,0.23230502496161412,139.5607,4.0478999999999985,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04270877524962488,-100.51688657885026,0
,,636,143.8333,1438333000,0.638501051491406,0.2265721858315797,139.5607,4.272600000000011,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.00584816351810751,-101.39737223083942,0
,,637,144.0589,1440589000,0.6265502307613411,0.24060664082049357,139.5607,4.498199999999997,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.018433340526285487,130.41553579206783,0
,,638,144.2825,1442825000,0.6437772993578265,0.2691396981064053,139.5607,4.721800000000002,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03333027528402869,58.87817390746464,0
,,639,144.5014,1445014000,0.6411846969200284,0.2751455897587469,139.5607,4.9406999999999925,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.006541584054351276,113.34872374304315,0
,,640,144.7217,1447217000,0.642842524708654,0.3541990946498777,139.5607,5.161000000000001,54,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.07907088609942838,88.79862866518559,0
,,641,144.9426,1449426000,0.6481918971642725,0.45812668476485574,144.9426,0.0,55,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.10406517079588065,87.05346560184054,0
,,642,145.165,1451650000,0.6041922890829686,0.4546123435973247,144.9426,0.22239999999999327,55,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.044139733859076956,-175.43336025076903,0
,,643,145.3898,1453898000,0.5724291714564516,0.5258897054682916,144.9426,0.44720000000000937,55,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.07803433831744026,114.01904388358807,0
,,644,145.6144,1456144000,0.493639553387318,0.5628388806963778,144.9426,0.6717999999999904,55,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.08702324669601652,154.87530373192553,0
,,645,145.84,1458400000,0.4381691647062086,0.5830793337055007,144.9426,0.8974000000000046,55,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.05904777691368123,159.9536046310848,0
,,646,146.0726,1460726000,0.39715951537126853,0.6580376714429876,146.0726,0.0,56,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.08544321936199448,118.68303553450676,0
,,647,146.2935,1462935000,0.4607903955276417,0.687823093702799,146.0726,0.22090000000000032,56,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.07025710133979338,25.084151617733927,0
,,648,146.5213,1465213000,0.5378520005779427,0.7118603021035884,146.0726,0.4487000000000023,56,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.08072346846259489,17.323847998144256,0
,,649,146.7445,1467445000,0.5250055200753956,0.7034780741769433,146.0726,0.6718999999999937,56,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.015339289628811117,-146.87586657708397,0
,,650,146.9869,1469869000,0.4879034767340483,0.7081844757666986,146.0726,0.9142999999999972,56,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.03739935609107812,172.7706298240462,0
,,651,147.2046,1472046000,0.41513396583332146,0.7041171321388038,146.0726,1.132000000000005,56,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.07288309132383439,-176.80086626794915,0
,,652,147.4362,1474362000,0.444049425488531,0.6776955434525807,146.0726,1.3636000000000195,56,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.039168918235968735,-42.41960103670117,0
,,653,147.6612,1476612000,0.46372986396248284,0.6729633196493414,146.0726,1.5886000000000138,56,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.020241383368014843,-13.520281327154464,0
,,654,147.8887,1478887000,0.49413706722916373,0.647454538860857,146.0726,1.8161000000000058,56,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0396899975789392,-39.993484057224535,0
