MEDIA_ID,MEDIA_NAME,CNT,TIME(2025/03/03 09:10:28.201),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,KB,KBS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,IBI,TTL0,TTL1,TTL2,TTL3,TTL4,TTL5,TTL6,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME
,,14,2.9174,29174000,0.24656722080208657,0.17002564141019452,2.9174,0.0,2,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.04740269759247322,-31.922486994232802,0
,,15,3.1255,31255000,0.2588937229318399,0.07377318137481696,2.9174,0.20809999999999995,2,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.09703854243349272,-82.70218003692113,0
,,16,3.3269,33269000,0.24131119697075443,0.03246356539658808,2.9174,0.4095,2,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.04489576362465602,-113.05595814502693,0
,,17,3.5556,35556000,0.25254411758619516,-0.022159615130238636,2.9174,0.6381999999999999,2,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0.05576621160182117,-78.37947668022143,0
,,18,3.7657,37657000,0.2994203706229681,-0.05376336946782701,2.9174,0.8482999999999996,2,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0.05653477148621193,-33.98766794456317,0
,,19,3.9702,39702000,0.3266746428707394,-0.04459066713402238,2.9174,1.0528,2,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0.028756457081153448,18.60118282708418,0
,,20,4.1825,41825000,0.3472734946630021,-0.06796125422165092,2.9174,1.2651,2,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0.03115280141464063,-48.607025301478025,0
,,21,4.387,43870000,0.2974379578662113,-0.025967256773185714,2.9174,1.4695999999999994,2,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0.06516959835326587,139.8807806895413,0
,,22,4.5988,45988000,0.27414740948565713,0.011642300431781879,2.9174,1.6813999999999996,2,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.04423718387307972,121.76877640750448,0
,,23,4.8059,48059000,0.25827280668173047,0.06542438498258432,2.9174,1.8885,2,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.05607598089032504,106.44476932710484,0
,,24,5.0116,50116000,0.34144875523627805,0.06562288012365193,5.0116,0.0,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.0831761854034541,0.13673318362581052,0
,,25,5.2182,52182000,0.41162413524748953,0.06428336171702603,5.0116,0.20660000000000078,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.07018816331319427,-1.0935378187425293,0
,,26,5.423,54230000,0.4510300813930777,0.10647404570611217,5.0116,0.41140000000000043,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.05773112165111575,46.95463737848479,0
,,27,5.6346,56346000,0.5117965048001251,0.12220571798264675,5.0116,0.6230000000000002,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.06276976761388271,14.51449884777453,0
,,28,5.8489,58489000,0.5523510479426118,0.15496234109546725,5.0116,0.8373000000000008,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.052131250965722895,38.92842474453847,0
,,29,6.0577,60577000,0.5870717158295088,0.16713881172915251,5.0116,1.0461,3,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.03679390188068125,19.325669197930104,0
,,30,6.2753,62753000,0.6598374811501138,0.2895978572911229,6.2753,0.0,4,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.14244674247817007,59.28101084732732,0
,,31,6.4902,64902000,0.7549156067491952,0.2859948155194448,6.2753,0.2149000000000001,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.09514637080542361,-2.1702189642478285,0
,,32,6.7109,67109000,0.8003655869081567,0.22860944905446082,6.2753,0.4356,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.07320369513057726,-51.62030368710509,0
,,33,6.9268,69268000,0.8774854066720844,0.22540833761352594,6.2753,0.6515000000000004,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.07718622749479323,-2.3768850843554485,0
,,34,7.1586,71586000,0.9064252241269767,0.20057298919825298,6.2753,0.8833000000000002,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.038135384687065746,-40.635277691279924,0
,,35,7.3762,73762000,0.9466339041355634,0.1769811251368908,6.2753,1.1009000000000002,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.0466188159215001,-30.401665995041135,0
,,36,7.5906,75906000,0.9766139407156884,0.10606958961219852,6.2753,1.3153000000000006,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.07698862554829337,-67.08229124517797,0
,,37,7.8114,78114000,0.9325877588778154,0.1306259113816291,6.2753,1.5361000000000002,4,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.050411483077422624,150.84869334307368,0
,,38,8.0239,80239000,0.8362864753459078,0.19076300271334057,6.2753,1.7485999999999997,4,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.11353592807447105,148.01653204623562,0
,,39,8.2442,82442000,0.6427805287654972,0.26842954156502663,8.2442,0.0,5,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.20851053359286478,158.13119466363722,0
,,40,8.4544,84544000,0.5172381932235475,0.3288666263485139,8.2442,0.2102000000000004,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.13933240552884285,154.29346411477445,0
,,41,8.7007,87007000,0.588707327699337,0.3028969568515794,8.2442,0.45650000000000013,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.076041179084089,-19.969576723151928,0
,,42,8.9149,89149000,0.5963413747449146,0.2327651969652538,8.2442,0.6707000000000001,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.07054603049816001,-83.78764652390213,0
,,43,9.1215,91215000,0.6360923341980042,0.1886760433018906,8.2442,0.8773,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.059363223027332546,-47.96205161443953,0
,,44,9.3428,93428000,0.6717416487582574,0.1465981742909023,8.2442,1.0986000000000011,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.05514907695620819,-49.72798078743027,0
,,45,9.5607,95607000,0.7211005810452312,0.0924719535432312,8.2442,1.3165000000000013,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.07325265844278753,-47.637600881295754,0
,,46,9.7729,97729000,0.7770286695693079,0.10458575411322057,8.2442,1.5287000000000006,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.057224953038044826,12.221255569499547,0
,,47,9.9902,99902000,0.76831072309991,0.0848080762543569,8.2442,1.7460000000000004,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.021613864349816627,-113.78775434388857,0
,,48,10.2111,102111000,0.7847820377584489,0.0568126977835999,8.2442,1.9669000000000008,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.032481462748797554,-59.52921730839879,0
,,49,10.4461,104461000,0.8121519505262468,0.07914376571886046,8.2442,2.2019,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.03532405299574339,39.21095038513387,0
,,50,10.6575,106575000,0.8163851201676308,0.08948577343562304,8.2442,2.4133000000000013,5,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.011174831042405596,67.73983251978672,0
,,51,10.8764,108764000,0.6795009673374798,0.20725028046063668,8.2442,2.632200000000001,5,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_Q,0.1805706244406122,139.2938510323453,0
,,52,11.0827,110827000,0.5467353878625777,0.2979657105774358,8.2442,2.8385000000000016,5,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.16079797372660642,145.65617256638615,0
,,53,11.2991,112991000,0.422864351953275,0.37641886541404423,11.2991,0.0,6,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.1466251378211138,147.65206172275023,0
,,54,11.5099,115099000,0.30945006314839874,0.46710501677302363,11.2991,0.21080000000000076,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.1452128746131678,141.35414254184383,0
,,55,11.7167,117167000,0.24416055673137224,0.5025604030668781,11.2991,0.4176000000000002,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.07429538387696363,151.4958816418494,0
,,56,11.9229,119229000,0.21470137757651175,0.4430598374324406,11.2991,0.623800000000001,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0663939797519035,-116.34035912701205,0
,,57,12.1419,121419000,0.2524294162329811,0.46118076771186683,11.2991,0.8428000000000004,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04185418754504586,25.655163412033236,0
,,58,12.3481,123481000,0.24418543397758782,0.47111983142485936,11.2991,1.0490000000000013,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.012913103070841024,129.6740977171416,0
,,59,12.5821,125821000,0.23733644220599265,0.5188112831148671,11.2991,1.2830000000000013,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04818073528483893,98.17239707814855,0
,,60,12.7958,127958000,0.24521004702811536,0.49438457408121833,11.2991,1.4967000000000006,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.025664328690022144,-72.13400640091753,0
,,61,13.0167,130167000,0.18363090272376725,0.460560391939051,11.2991,1.717600000000001,6,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.0702571441978838,-151.2208953455272,0
,,62,13.2239,132239000,0.1023205427639588,0.48721024073789004,13.2239,0.0,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.08556628470253108,161.85320236686124,0
,,63,13.4347,134347000,0.05435938214697773,0.49611148317450804,13.2239,0.210799999999999,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.04878017060900161,169.4859486044362,0
,,64,13.6409,136409000,-9.070199501969854e-05,0.5107318661016484,13.2239,0.4169999999999998,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0.05637878377551984,164.97003372437828,0
,,65,13.8481,138481000,-0.031114849706883697,0.5353686223153343,13.2239,0.6242000000000001,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0.039616505373141465,141.54636663148747,0
,,66,14.056,140560000,-0.03664695620065736,0.5602392881806701,13.2239,0.8320999999999987,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0.02547850511399036,102.54042459819284,0
,,67,14.267,142670000,-0.03608696405805404,0.5950401937182742,13.2239,1.043099999999999,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0.03480541074943692,89.07811544006749,0
,,68,14.4798,144798000,-0.048785054969073975,0.6049045136849687,13.2239,1.2558999999999987,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0.01607937564676732,142.15869277451563,0
,,69,14.7053,147053000,-0.05153772322368421,0.6060962287579389,13.2239,1.481399999999999,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0.0029995611904215895,156.59072379753133,0
,,70,14.9206,149206000,-0.07569691270200597,0.5915854350761615,13.2239,1.6966999999999999,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0.028182078871590806,-149.00960536001853,0
,,71,15.1363,151363000,-0.07497460539318437,0.6134391662402444,13.2239,1.9123999999999999,7,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0.021865664719838446,88.10695483697194,0
,,72,15.3443,153443000,-0.007008815520957068,0.5435965836685374,13.2239,2.1204,7,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0.0974542709851214,-45.780254867032895,0
,,73,15.5535,155535000,0.055416106070738866,0.5303546992359021,13.2239,2.3295999999999992,7,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.06381393530457634,-11.976338319328743,0
,,74,15.7653,157653000,0.09583517022044667,0.459745497599589,13.2239,2.5413999999999994,7,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.08135944998865044,-60.21173747167512,0
,,75,15.983,159830000,0.2547436055540096,0.477997507629006,15.983,0.0,8,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.15995320156306683,6.552203817543956,0
,,76,16.197,161970000,0.30342518267659985,0.4641362437246961,15.983,0.21399999999999864,8,0,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.050616505096338166,-15.89341569904742,0
,,77,16.4039,164039000,0.30372455269509835,0.31946118237744225,15.983,0.4208999999999996,8,1,0.0,0.0,0,0,0,,0,0,,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOI_V,0.1446753710838152,-89.88144042289322,0
